Text,Problem,Question,Numbers,Equation,Answer,Constants
6.0 students were sitting at each table in the lunchroom . There are 34.0 tables . How many students were sitting in the lunchroom ?,[NUM] students were sitting at each table in the lunchroom . There are [NUM] tables . How many students were sitting in the lunchroom ?,How many students were sitting in the lunchroom ?,6.0 34.0,n0 * n1,204,
"There were 30.0 girls and 36.0 boys trying out for the schools basketball team . If only 10.0 of them got called back , how many students did n't make the cut ?","There were [NUM] girls and [NUM] boys trying out for the schools basketball team . If only [NUM] of them got called back , how many students did n't make the cut ?",how many students did n't make the cut ?,30.0 36.0 10.0,( n0 + n1 ) - n2,56,
"Mrs. Hilt impressed 2436.0 fans at the basketball game on Friday . If the fans were seated in equal groups on 3.0 sets of bleachers , how many fans were on each set ?","Mrs. Hilt impressed [NUM] fans at the basketball game on Friday . If the fans were seated in equal groups on [NUM] sets of bleachers , how many fans were on each set ?",how many fans were on each set ?,2436.0 3.0,n0 / n1,812,
"This afternoon Craig left school , rode the bus 3.8333333333333335 miles , and then walked 0.16666666666666666 mile to get home . How much farther did Craig ride than walk ?","This afternoon Craig left school , rode the bus [NUM] miles , and then walked [NUM] mile to get home . How much farther did Craig ride than walk ?",How much farther did Craig ride than walk ?,3.8333333333333335 0.16666666666666666,n0 - n1,3.66666666666666684,
A pet store had 18.0 puppies . In one day they sold 3.0 of them and put the rest into cages with 5.0 in each cage . How many cages did they use ?,A pet store had [NUM] puppies . In one day they sold [NUM] of them and put the rest into cages with [NUM] in each cage . How many cages did they use ?,How many cages did they use ?,18.0 3.0 5.0,( n0 - n1 ) / n2,3,
Brett drove 55.0 miles every hour . How many miles would he drive in 8.0 hours ?,Brett drove [NUM] miles every hour . How many miles would he drive in [NUM] hours ?,How many miles would he drive in [NUM] hours ?,55.0 8.0,n0 * n1,440,
Harold has 53.0 marbles . He gets 16.0 more from Steve . How many marbles does Harold have in all ?,Harold has [NUM] marbles . He gets [NUM] more from Steve . How many marbles does Harold have in all ?,How many marbles does Harold have in all ?,53.0 16.0,n0 + n1,69,
"Last Saturday , Spencer walked all over town running errands . First , he walked 0.3 mile from his house to the library and 0.1 mile from the library to the post office . Then he walked 0.4 mile from the post office back home . How many miles did Spencer walk in all ?","Last Saturday , Spencer walked all over town running errands . First , he walked [NUM] mile from his house to the library and [NUM] mile from the library to the post office . Then he walked [NUM] mile from the post office back home . How many miles did Spencer walk in all ?",How many miles did Spencer walk in all ?,0.3 0.1 0.4,( n0 + n1 ) + n2,0.8,
A bee has 6.0 legs . How many legs do 2.0 bees have ?,A bee has [NUM] legs . How many legs do [NUM] bees have ?,How many legs do [NUM] bees have ?,6.0 2.0,n0 * n1,12,
"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ?","Jessica spent $ [NUM] on a cat toy , and a cage cost her $ [NUM] . What was the total cost of Jessica 's purchases ?",What was the total cost of Jessica 's purchases ?,10.22 11.73,n0 + n1,21.95,
Mrs. Sheridan has 11.0 cats . Mrs. Garrett has 24.0 cats . How many more cats does Mrs. Garrett have than Mrs. Sheridan ?,Mrs. Sheridan has [NUM] cats . Mrs. Garrett has [NUM] cats . How many more cats does Mrs. Garrett have than Mrs. Sheridan ?,How many more cats does Mrs. Garrett have than Mrs. Sheridan ?,11.0 24.0,n1 - n0,13,
Dan picked 9.0 limes and gave Sara 4.0 of the limes . How many limes does Dan have now ?,Dan picked [NUM] limes and gave Sara [NUM] of the limes . How many limes does Dan have now ?,How many limes does Dan have now ?,9.0 4.0,n0 - n1,5,
"A magician was selling magic card decks for 9.0 dollars each . If he started with 12.0 decks and by the end of the day he had 7.0 left , how much money did he earn ?","A magician was selling magic card decks for [NUM] dollars each . If he started with [NUM] decks and by the end of the day he had [NUM] left , how much money did he earn ?",how much money did he earn ?,9.0 12.0 7.0,n0 * ( n1 - n2 ),45,
Nancy grew 6.0 potatoes . Sandy grew 7.0 potatoes . How many potatoes did they grow in total ?,Nancy grew [NUM] potatoes . Sandy grew [NUM] potatoes . How many potatoes did they grow in total ?,How many potatoes did they grow in total ?,6.0 7.0,n0 + n1,13,
Mary ’ s car gets 20.0 miles per gallon of gas . How far can she drive on 14.0 gallons of gas ?,Mary ’ s car gets [NUM] miles per gallon of gas . How far can she drive on [NUM] gallons of gas ?,How far can she drive on [NUM] gallons of gas ?,20.0 14.0,n0 * n1,280,
Roger had 16.0 dollars . For his birthday he got 28.0 more dollars but spent 25.0 on a new game . How much money does he have now ?,Roger had [NUM] dollars . For his birthday he got [NUM] more dollars but spent [NUM] on a new game . How much money does he have now ?,How much money does he have now ?,16.0 28.0 25.0,( n0 + n1 ) - n2,19,
"A trivia team had 5.0 members total , but during a game 2.0 members did n't show up . If each member that did show up scored 6.0 points , how many points were scored total ?","A trivia team had [NUM] members total , but during a game [NUM] members did n't show up . If each member that did show up scored [NUM] points , how many points were scored total ?",how many points were scored total ?,5.0 2.0 6.0,n2 * ( n0 - n1 ),18,
"Katie 's team won their dodgeball game and scored 12.0 points total . If Katie scored 4.0 of the points and everyone else scored 4.0 points each , how many players were on her team ?","Katie 's team won their dodgeball game and scored [NUM] points total . If Katie scored [NUM] of the points and everyone else scored [NUM] points each , how many players were on her team ?",how many players were on her team ?,12.0 4.0 4.0,( n0 - n1 ) / n2,2,
"Sam invited 9.0 friends to a birthday party , but 6.0 could n't come . If he wanted to buy enough cupcakes so each person could have exactly 2.0 , how many should he buy ?","Sam invited [NUM] friends to a birthday party , but [NUM] could n't come . If he wanted to buy enough cupcakes so each person could have exactly [NUM] , how many should he buy ?",how many should he buy ?,9.0 6.0 2.0,n2 * ( n0 - n1 ),6,
Larry starts with 93.0 stickers . He loses 6.0 . How many stickers does Larry end with ?,Larry starts with [NUM] stickers . He loses [NUM] . How many stickers does Larry end with ?,How many stickers does Larry end with ?,93.0 6.0,n0 - n1,87,
"Julian is writing a comic book . His story has 143.0 frames in all . If he wants to put exactly 11.0 frames on each page , how many pages would he have ?","Julian is writing a comic book . His story has [NUM] frames in all . If he wants to put exactly [NUM] frames on each page , how many pages would he have ?",how many pages would he have ?,143.0 11.0,n0 / n1,13,
"At lunch a waiter had 7.0 customers and 4.0 of them did n't leave a tip . If he got $ 9.0 each from the ones who did tip , how much money did he earn ?","At lunch a waiter had [NUM] customers and [NUM] of them did n't leave a tip . If he got $ [NUM] each from the ones who did tip , how much money did he earn ?",how much money did he earn ?,7.0 4.0 9.0,n2 * ( n0 - n1 ),27,
Each bottle cap costs $ 2.0 . How much do 6.0 bottle caps cost ?,Each bottle cap costs $ [NUM] . How much do [NUM] bottle caps cost ?,How much do [NUM] bottle caps cost ?,2.0 6.0,n0 * n1,12,
There are 43.0 pencils in the drawer and 19.0 pencils on the desk . Dan placed 16.0 more pencils on the desk . How many pencils are now there in total ?,There are [NUM] pencils in the drawer and [NUM] pencils on the desk . Dan placed [NUM] more pencils on the desk . How many pencils are now there in total ?,How many pencils are now there in total ?,43.0 19.0 16.0,( n0 + n1 ) + n2,78,
Jennifer has 72.0 cards . 61.0 are eaten by a hippopotamus . How many cards will Jennifer have ?,Jennifer has [NUM] cards . [NUM] are eaten by a hippopotamus . How many cards will Jennifer have ?,How many cards will Jennifer have ?,72.0 61.0,n0 - n1,11,
"Each chocolate bar in a box cost $ 3.0 . If a box had 7.0 bars total and Olivia sold all but 4.0 bars , how much money would she have made ?","Each chocolate bar in a box cost $ [NUM] . If a box had [NUM] bars total and Olivia sold all but [NUM] bars , how much money would she have made ?",how much money would she have made ?,3.0 7.0 4.0,n0 * ( n1 - n2 ),9,
"Sally found 9.0 seashells , Tom found 7.0 seashells , and Jessica found 5.0 seashells on the beach . How many seashells did they find together ?","Sally found [NUM] seashells , Tom found [NUM] seashells , and Jessica found [NUM] seashells on the beach . How many seashells did they find together ?",How many seashells did they find together ?,9.0 7.0 5.0,( n0 + n1 ) + n2,21,
"Diane is a beekeeper . Last year , she harvested 2479.0 pounds of honey . This year , she bought some new hives and increased her honey harvest by 6085.0 pounds . How many pounds of honey did Diane harvest this year ?","Diane is a beekeeper . Last year , she harvested [NUM] pounds of honey . This year , she bought some new hives and increased her honey harvest by [NUM] pounds . How many pounds of honey did Diane harvest this year ?",How many pounds of honey did Diane harvest this year ?,2479.0 6085.0,n0 + n1,8564,
You go out for a long walk . You walk 0.75 mile and then sit down to take a rest . Then you walk 0.25 of a mile . How far did you walk altogether ?,You go out for a long walk . You walk [NUM] mile and then sit down to take a rest . Then you walk [NUM] of a mile . How far did you walk altogether ?,How far did you walk altogether ?,0.75 0.25,n0 + n1,1,
There are 6.0 candies in a pile on the desk . Each candy comes in a package of 15.0 . 4.0 candies are added to the pile . How many candies are there in the pile ?,There are [NUM] candies in a pile on the desk . Each candy comes in a package of [NUM] . [NUM] candies are added to the pile . How many candies are there in the pile ?,How many candies are there in the pile ?,6.0 15.0 4.0,n0 + n2,10,
A group of 3.0 friends went into a restaurant . The chef already had 6.0 chicken wings cooked but cooked 3.0 more for the group . If they each got the same amount how many would each person get ?,A group of [NUM] friends went into a restaurant . The chef already had [NUM] chicken wings cooked but cooked [NUM] more for the group . If they each got the same amount how many would each person get ?,how many would each person get ?,3.0 6.0 3.0,( n2 + n1 ) / n0,3,
"Jerry is at the library helping put away books . There are 34.0 book to put away total but a librarian takes 7.0 of them and leaves Jerry with the rest . If he can fit 3.0 books on a shelf , how many shelves will he need ?","Jerry is at the library helping put away books . There are [NUM] book to put away total but a librarian takes [NUM] of them and leaves Jerry with the rest . If he can fit [NUM] books on a shelf , how many shelves will he need ?",how many shelves will he need ?,34.0 7.0 3.0,( n0 - n1 ) / n2,9,
Melanie grew 139.0 turnips . Benny grew 113.0 turnips . How many turnips did they grow in all ?,Melanie grew [NUM] turnips . Benny grew [NUM] turnips . How many turnips did they grow in all ?,How many turnips did they grow in all ?,139.0 113.0,n0 + n1,252,
