Text,Problem,Question,Numbers,Equation,Answer
"A worksheet had 4.0 problems on it . If a teacher had 9.0 worksheets to grade and had already graded 5.0 of them , how many more problems does she have to grade ?","A worksheet had [NUM] problems on it . If a teacher had [NUM] worksheets to grade and had already graded [NUM] of them , how many more problems does she have to grade ?",how many more problems does she have to grade ?,4.0 9.0 5.0,n0 * ( n1 - n2 ),16
Mrs. Hilt saw 144.0 bees in the hive . The next day she saw 3.0 times that many . How many bees did she see on the second day ?,Mrs. Hilt saw [NUM] bees in the hive . The next day she saw [NUM] times that many . How many bees did she see on the second day ?,How many bees did she see on the second day ?,144.0 3.0,n0 * n1,432
"Fred has 10.0 red balloons , Sam has 46.0 red balloons , and Dan has 16.0 red balloons . The balloons cost 10.0 dollars . How many red balloons do they have in all ?","Fred has [NUM] red balloons , Sam has [NUM] red balloons , and Dan has [NUM] red balloons . The balloons cost [NUM] dollars . How many red balloons do they have in all ?",How many red balloons do they have in all ?,10.0 46.0 16.0 10.0,( n0 + n1 ) + n2,72
Evelyn starts with 76.0 Skittles . She shares 72.0 with Christine . How many Skittles does Evelyn end with ?,Evelyn starts with [NUM] Skittles . She shares [NUM] with Christine . How many Skittles does Evelyn end with ?,How many Skittles does Evelyn end with ?,76.0 72.0,n0 - n1,4
A carpenter bought a piece of wood that was 8.9 centimeters long . Then he sawed 2.3 centimeters off the end . How long is the piece of wood now ?,A carpenter bought a piece of wood that was [NUM] centimeters long . Then he sawed [NUM] centimeters off the end . How long is the piece of wood now ?,How long is the piece of wood now ?,8.9 2.3,n0 - n1,6.6
A store had 34.0 oranges in a bin . If they threw away 20.0 of the old ones and put 13.0 new ones in the bin how many would be in the bin ?,A store had [NUM] oranges in a bin . If they threw away [NUM] of the old ones and put [NUM] new ones in the bin how many would be in the bin ?,how many would be in the bin ?,34.0 20.0 13.0,( n0 + n2 ) - n1,27
Tim has 22.0 books . Mike has 20.0 books . How many books do they have together ?,Tim has [NUM] books . Mike has [NUM] books . How many books do they have together ?,How many books do they have together ?,22.0 20.0,n0 + n1,42
Melanie had 7.0 dimes in her bank . Her dad gave her 8.0 dimes and her mother gave her 4.0 dimes . How many dimes does Melanie have now ?,Melanie had [NUM] dimes in her bank . Her dad gave her [NUM] dimes and her mother gave her [NUM] dimes . How many dimes does Melanie have now ?,How many dimes does Melanie have now ?,7.0 8.0 4.0,( n0 + n1 ) + n2,19
A car traveled 715.0 kilometers in 11.0 hours . What was its average speed ?,A car traveled [NUM] kilometers in [NUM] hours . What was its average speed ?,What was its average speed ?,715.0 11.0,n0 / n1,65
There are 7.0 dogwood trees currently in the park . Park workers will plant 3.0 dogwood trees today and 2.0 dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,There are [NUM] dogwood trees currently in the park . Park workers will plant [NUM] dogwood trees today and [NUM] dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,How many dogwood trees will the park have when the workers are finished ?,7.0 3.0 2.0,( n0 + n1 ) + n2,12
There are 9.0 bottle caps in each box . How many bottle caps are in 6.0 boxes ?,There are [NUM] bottle caps in each box . How many bottle caps are in [NUM] boxes ?,How many bottle caps are in [NUM] boxes ?,9.0 6.0,n0 * n1,54
"Gwen was organizing her book case making sure each of the shelves had exactly 9.0 books on it . If she had 3.0 shelves of mystery books and 5.0 shelves of picture books , how many books did she have total ?","Gwen was organizing her book case making sure each of the shelves had exactly [NUM] books on it . If she had [NUM] shelves of mystery books and [NUM] shelves of picture books , how many books did she have total ?",how many books did she have total ?,9.0 3.0 5.0,n0 * ( n1 + n2 ),72
"Megan was organizing her book case making sure each of the shelves had exactly 7.0 books on it . If she had 8.0 shelves of mystery books and 2.0 shelves of picture books , how many books did she have total ?","Megan was organizing her book case making sure each of the shelves had exactly [NUM] books on it . If she had [NUM] shelves of mystery books and [NUM] shelves of picture books , how many books did she have total ?",how many books did she have total ?,7.0 8.0 2.0,n0 * ( n1 + n2 ),70
"Karen added 0.25 cup of walnuts to a batch of trail mix . Later , she added 0.25 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?","Karen added [NUM] cup of walnuts to a batch of trail mix . Later , she added [NUM] cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?",How many cups of nuts did Karen put in the trail mix in all ?,0.25 0.25,n0 + n1,0.5
There are 39.0 scissors and 22.0 pencils in the drawer . Dan placed 13.0 scissors in the drawer . How many scissors are now there in total ?,There are [NUM] scissors and [NUM] pencils in the drawer . Dan placed [NUM] scissors in the drawer . How many scissors are now there in total ?,How many scissors are now there in total ?,39.0 22.0 13.0,n0 + n2,52
Sara goes fishing with Melanie . Sara catches 5.0 trout . Melanie catches 2.0 times as many trout as Sara . How many trout did Melanie catch ?,Sara goes fishing with Melanie . Sara catches [NUM] trout . Melanie catches [NUM] times as many trout as Sara . How many trout did Melanie catch ?,How many trout did Melanie catch ?,5.0 2.0,n0 * n1,10
Cade had 87.0 marbles . He gave 8.0 to Dylan . How many does he have left ?,Cade had [NUM] marbles . He gave [NUM] to Dylan . How many does he have left ?,How many does he have left ?,87.0 8.0,n0 - n1,79
"Karin 's science class weighed plastic rings for an experiment . They found that the orange ring weighed 0.08333333333333333 ounce , the purple ring weighed 0.3333333333333333 ounce , and the white ring weighed 0.4166666666666667 ounce . What was the total weight of the plastic rings ?","Karin 's science class weighed plastic rings for an experiment . They found that the orange ring weighed [NUM] ounce , the purple ring weighed [NUM] ounce , and the white ring weighed [NUM] ounce . What was the total weight of the plastic rings ?",What was the total weight of the plastic rings ?,0.08333333333333333 0.3333333333333333 0.4166666666666667,( n0 + n1 ) + n2,0.83333333333333333
A group of 3.0 friends went into a restaurant . The chef already had 8.0 chicken wings cooked but cooked 10.0 more for the group . If they each got the same amount how many would each person get ?,A group of [NUM] friends went into a restaurant . The chef already had [NUM] chicken wings cooked but cooked [NUM] more for the group . If they each got the same amount how many would each person get ?,how many would each person get ?,3.0 8.0 10.0,( n2 + n1 ) / n0,6
Lucy has 212.0 fish . How many more fish does she need to buy to have 280.0 fish ?,Lucy has [NUM] fish . How many more fish does she need to buy to have [NUM] fish ?,How many more fish does she need to buy to have [NUM] fish ?,212.0 280.0,n1 - n0,68
There are 2.0 bananas in a pile on the desk . Each banana comes in a package of 13.0 . 7.0 bananas are added to the pile . How many bananas are there in the pile ?,There are [NUM] bananas in a pile on the desk . Each banana comes in a package of [NUM] . [NUM] bananas are added to the pile . How many bananas are there in the pile ?,How many bananas are there in the pile ?,2.0 13.0 7.0,n0 + n2,9
"Terrell hiked 8.2 miles on Saturday . Then , on Sunday , he hiked another 1.6 miles . How far did Terrell hike all together ?","Terrell hiked [NUM] miles on Saturday . Then , on Sunday , he hiked another [NUM] miles . How far did Terrell hike all together ?",How far did Terrell hike all together ?,8.2 1.6,n0 + n1,9.8
Larry starts with 91.0 cards . 17.0 are eaten by a hippopotamus . How many cards does Larry end with ?,Larry starts with [NUM] cards . [NUM] are eaten by a hippopotamus . How many cards does Larry end with ?,How many cards does Larry end with ?,91.0 17.0,n0 - n1,74
"Keith spent $ 136.01 on speakers , $ 139.38 on a CD player , and $ 112.46 on new tires . He wanted 3.0 CD 's for $ 6.16 , but did n't buy them . In total , how much did he spend ?","Keith spent $ [NUM] on speakers , $ [NUM] on a CD player , and $ [NUM] on new tires . He wanted [NUM] CD 's for $ [NUM] , but did n't buy them . In total , how much did he spend ?",how much did he spend ?,136.01 139.38 112.46 3.0 6.16,( n0 + n1 ) + n2,387.85
"For Halloween Janet and her sister combined the candy they received . Janet had 34.0 pieces of candy while her sister had 33.0 . If they ate 4.0 pieces the first night , how many pieces do they have left ?","For Halloween Janet and her sister combined the candy they received . Janet had [NUM] pieces of candy while her sister had [NUM] . If they ate [NUM] pieces the first night , how many pieces do they have left ?",how many pieces do they have left ?,34.0 33.0 4.0,( n0 + n1 ) - n2,63
Each ticket costs $ 9.0 . How much do 4.0 tickets cost ?,Each ticket costs $ [NUM] . How much do [NUM] tickets cost ?,How much do [NUM] tickets cost ?,9.0 4.0,n0 * n1,36
Carla has some marbles . She bought 489.0 marbles . Now she has 2778.0 marbles all together . How many did she start with ?,Carla has some marbles . She bought [NUM] marbles . Now she has [NUM] marbles all together . How many did she start with ?,How many did she start with ?,489.0 2778.0,n1 - n0,2289
"Lana picked 36.0 tulips and 37.0 roses to make flower bouquets . If she only used 70.0 of the flowers though , how many extra flowers did Lana pick ?","Lana picked [NUM] tulips and [NUM] roses to make flower bouquets . If she only used [NUM] of the flowers though , how many extra flowers did Lana pick ?",how many extra flowers did Lana pick ?,36.0 37.0 70.0,( n0 + n1 ) - n2,3
James rode 80.0 miles at 16.0 miles per hour . How long did James ride ?,James rode [NUM] miles at [NUM] miles per hour . How long did James ride ?,How long did James ride ?,80.0 16.0,n0 / n1,5
"The tallest player on the basketball team is 77.75 inches tall . This is 9.5 inches taller than the shortest player . How tall is the shortest player , in inches ?","The tallest player on the basketball team is [NUM] inches tall . This is [NUM] inches taller than the shortest player . How tall is the shortest player , in inches ?","How tall is the shortest player , in inches ?",77.75 9.5,n0 - n1,68.25
How much would 136.0 pieces of bubble gum cost if each piece costs 18.0 cents ?,How much would [NUM] pieces of bubble gum cost if each piece costs [NUM] cents ?,How much would [NUM] pieces of bubble gum cost if each piece costs [NUM] cents ?,136.0 18.0,n0 * n1,2448
