Text,Problem,Question,Numbers,Equation,Answer,Constants
一根绳子长50米，平均分成7段，每段长多少米？,一根绳子长 [NUM] 米，平均分成 [NUM] 段，每段长多少米？,每段长多少米？,50 7,n0 / n1,7.1429,
妈妈给姥姥打长途电话15分，一共花了10.5元，平均每分付费多少元？,妈妈给姥姥打长途电话 [NUM] 分，一共花了 [NUM] 元，平均每分付费多少元？,平均每分付费多少元？,15 10.5,n1 / n0,0.7,
景区售票处上午卖出689张门票，下午卖出498张门票，总共卖出多少？,景区售票处上午卖出 [NUM] 张门票，下午卖出 [NUM] 张门票，总共卖出多少？,总共卖出多少？,689 498,n0 + n1,1187.0,
一个等腰三角形的周长是36厘米，腰和底边的比是5:8，这个三角形的底是多少厘米？,一个等腰三角形的周长是 [NUM] 厘米，腰和底边的比是 [NUM] : [NUM] ，这个三角形的底是多少厘米？,这个三角形的底是多少厘米？,36 5 8,( n0 * n2 ) / ( ( n1 + n1 ) + n2 ),16.0,
修一条长800米的路，第一天修了205米，第二天修了96米，再修多少米才能修完？,修一条长 [NUM] 米的路，第一天修了 [NUM] 米，第二天修了 [NUM] 米，再修多少米才能修完？,再修多少米才能修完？,800 205 96,n0 - ( n1 + n2 ),499.0,
妈妈去超市买了2条鱼，给了收银员阿姨100元，找回了16元，平均每条鱼多少元？,妈妈去超市买了 [NUM] 条鱼，给了收银员阿姨 [NUM] 元，找回了 [NUM] 元，平均每条鱼多少元？,平均每条鱼多少元？,2 100 16,( n1 - n2 ) / n0,42.0,
"一本书有80页,李叔叔已经看了16页,剩下的想用8天看完,平均每天看几页？","一本书有 [NUM] 页,李叔叔已经看了 [NUM] 页,剩下的想用 [NUM] 天看完,平均每天看几页？",平均每天看几页？,80 16 8,( n0 - n1 ) / n2,8.0,
从一个长10厘米，宽6厘米的长方形纸上剪下一个最大的正方形，求这个正方形的面积是多少？,从一个长 [NUM] 厘米，宽 [NUM] 厘米的长方形纸上剪下一个最大的正方形，求这个正方形的面积是多少？,求这个正方形的面积是多少？,10 6,n1 * n1,36.0,
阳光水果店里有芒果36箱，苹果的箱数是芒果的3倍。水果店里的苹果和芒果共有多少箱？,阳光水果店里有芒果 [NUM] 箱，苹果的箱数是芒果的 [NUM] 倍。水果店里的苹果和芒果共有多少箱？,水果店里的苹果和芒果共有多少箱？,36 3,( n0 * n1 ) + n0,144.0,
王大伯把20000元人民币存入银行，定期3年，年利率为2.75%，到期后实际能取回多少钱？,王大伯把 [NUM] 元人民币存入银行，定期 [NUM] 年，年利率为 [NUM] ，到期后实际能取回多少钱？,到期后实际能取回多少钱？,20000 3 0.0275,n0 + ( ( n0 * n2 ) * n1 ),21650.0,
"电影院有900个座位,某中学三个年级的学生都去看电影,一年级有625人,二年级有265人,三年级有290人,需要多少个座位使每个人都有位置可以坐？","电影院有 [NUM] 个座位,某中学三个年级的学生都去看电影,一年级有 [NUM] 人,二年级有 [NUM] 人,三年级有 [NUM] 人,需要多少个座位使每个人都有位置可以坐？",需要多少个座位使每个人都有位置可以坐？,900 625 265 290,( n1 + n2 ) + n3,1180.0,
奇思把5000元存入银行，存期1年(存期一年利率是1.50%)．到期后，本金和利息共多少元？,奇思把 [NUM] 元存入银行，存期 [NUM] 年(存期一年利率是 [NUM] )．到期后，本金和利息共多少元？,本金和利息共多少元？,5000 1 0.015,n0 + ( ( n0 * n2 ) * n1 ),5075.0,
"一次性筷子污染环境,长期使用不利于人体健康。星海饭店平均每天要用掉328双一次性筷子。该饭店每个月(按30天算)要用掉多少双一次性筷子?","一次性筷子污染环境,长期使用不利于人体健康。星海饭店平均每天要用掉 [NUM] 双一次性筷子。该饭店每个月(按 [NUM] 天算)要用掉多少双一次性筷子?",该饭店每个月(按 [NUM] 天算)要用掉多少双一次性筷子?,328 30,n0 * n1,9840.0,
学校图书室有图书398本，借给一班70本，借给二班89本，还剩多少本？,学校图书室有图书 [NUM] 本，借给一班 [NUM] 本，借给二班 [NUM] 本，还剩多少本？,还剩多少本？,398 70 89,( n0 - n1 ) - n2,239.0,
"李大叔卖5袋相同的茶叶收入375元,他卖12袋这样的茶叶可以收入多少元？","李大叔卖 [NUM] 袋相同的茶叶收入 [NUM] 元,他卖 [NUM] 袋这样的茶叶可以收入多少元？",他卖 [NUM] 袋这样的茶叶可以收入多少元？,5 375 12,( n1 / n0 ) * n2,900.0,
商店有846枝铅笔，钢笔比铅笔少280枝，商店有多少枝钢笔？,商店有 [NUM] 枝铅笔，钢笔比铅笔少 [NUM] 枝，商店有多少枝钢笔？,商店有多少枝钢笔？,846 280,n0 - n1,566.0,
三(1)班和三(2)班的同学们为班级的图书角捐图书，三(1)班捐378本，三(2)班捐293本．两个班一共捐多少本？,三( [NUM] )班和三( [NUM] )班的同学们为班级的图书角捐图书，三( [NUM] )班捐 [NUM] 本，三( [NUM] )班捐 [NUM] 本．两个班一共捐多少本？,两个班一共捐多少本？,1 2 1 378 2 293,n3 + n5,671.0,
光明小学三年级一班6个小组为四川地震灾区捐款624元，三年级二班5个小组共捐款705元．二班平均每个小组捐款多少钱？,光明小学三年级一班 [NUM] 个小组为四川地震灾区捐款 [NUM] 元，三年级二班 [NUM] 个小组共捐款 [NUM] 元．二班平均每个小组捐款多少钱？,二班平均每个小组捐款多少钱？,6 624 5 705,n3 / n2,141.0,
一个奶牛场八月份产奶18.5吨。九月份产的奶是八月份的2.4倍。九月份产奶多少吨?,一个奶牛场八月份产奶 [NUM] 吨。九月份产的奶是八月份的 [NUM] 倍。九月份产奶多少吨?,九月份产奶多少吨?,18.5 2.4,n0 * n1,44.4,
一个游泳池，装有一个进水管和一个出水管，单开进水管10分钟可以将空池放满，单开出水管15分钟可以将满池水放完。如果将两管同时打开，多少分钟可以将空水池放满？,一个游泳池，装有一个进水管和一个出水管，单开进水管 [NUM] 分钟可以将空池放满，单开出水管 [NUM] 分钟可以将满池水放完。如果将两管同时打开，多少分钟可以将空水池放满？,多少分钟可以将空水池放满？,10 15,x1 / ( ( x1 / n0 ) - ( x1 / n1 ) ),30.0,1 1 1
实验小学四年级同学为残疾人捐款，一班捐款190元，比二班多捐30元，三班的捐款比一、二班捐款总数少140元，三班捐款多少元？,实验小学四年级同学为残疾人捐款，一班捐款 [NUM] 元，比二班多捐 [NUM] 元，三班的捐款比一、二班捐款总数少 [NUM] 元，三班捐款多少元？,三班捐款多少元？,190 30 140,( ( n0 - n1 ) + n0 ) - n2,210.0,
一个足球198元，张老师准备买4个足球，他需要带多少钱？,一个足球 [NUM] 元，张老师准备买 [NUM] 个足球，他需要带多少钱？,他需要带多少钱？,198 4,n1 * n0,792.0,
小黑猫钓了9条鱼，小白猫钓的鱼数是小黑猫的3倍，小灰猫比小白猫少钓5条，小灰猫钓了多少条鱼？,小黑猫钓了 [NUM] 条鱼，小白猫钓的鱼数是小黑猫的 [NUM] 倍，小灰猫比小白猫少钓 [NUM] 条，小灰猫钓了多少条鱼？,小灰猫钓了多少条鱼？,9 3 5,( n0 * n1 ) - n2,22.0,
修路队要修筑一段公路，已经修了4天，平均每天修69米，剩下的是已经修好的8倍，这段公路还有多少米没有修？,修路队要修筑一段公路，已经修了 [NUM] 天，平均每天修 [NUM] 米，剩下的是已经修好的 [NUM] 倍，这段公路还有多少米没有修？,这段公路还有多少米没有修？,4 69 8,( n1 * n0 ) * n2,2208.0,
"体育老师买了15只足球和20只篮球,一共用了3600元。买篮球的钱比买足球的钱多1200元。每只足球多少元？","体育老师买了 [NUM] 只足球和 [NUM] 只篮球,一共用了 [NUM] 元。买篮球的钱比买足球的钱多 [NUM] 元。每只足球多少元？",每只足球多少元？,15 20 3600 1200,( ( n2 - n3 ) / x2 ) / n0,80.0,2
回收1千克废纸可生产0.8千克再生纸，某校四(1)班有45人，平均每人回收1.25千克废纸，按这样计算，该班回收的废纸一共可以生产多少千克再生纸？,回收 [NUM] 千克废纸可生产 [NUM] 千克再生纸，某校四( [NUM] )班有 [NUM] 人，平均每人回收 [NUM] 千克废纸，按这样计算，该班回收的废纸一共可以生产多少千克再生纸？,该班回收的废纸一共可以生产多少千克再生纸？,1 0.8 1 45 1.25,( n4 * n1 ) * n3,45.0,
张莹有1000元钱，打算存入银行两年，存两年期，年利率是2.25%，求2年后的利息是多少？,张莹有 [NUM] 元钱，打算存入银行两年，存两年期，年利率是 [NUM] ，求 [NUM] 年后的利息是多少？,求 [NUM] 年后的利息是多少？,1000 0.0225 2,( n0 * n1 ) * n2,45.0,
中心小学有298名同学去春游，每辆大客车可乘45人，学校准备6辆大客车能坐多少人？,中心小学有 [NUM] 名同学去春游，每辆大客车可乘 [NUM] 人，学校准备 [NUM] 辆大客车能坐多少人？,学校准备 [NUM] 辆大客车能坐多少人？,298 45 6,n1 * n2,270.0,
水果店有380箱水果，上午卖出去134箱，下午卖出去126箱，还剩多少箱？,水果店有 [NUM] 箱水果，上午卖出去 [NUM] 箱，下午卖出去 [NUM] 箱，还剩多少箱？,还剩多少箱？,380 134 126,( n0 - n1 ) - n2,120.0,
一辆客车限乘54人(不包括司机)，有870名游客，16辆车若不够，差多少个座位？,一辆客车限乘 [NUM] 人(不包括司机)，有 [NUM] 名游客， [NUM] 辆车若不够，差多少个座位？,差多少个座位？,54 870 16,n1 - ( n0 * n2 ),6.0,
三年级学生植树380棵，四年级学生比三年级多植树150棵，两个年级一共植树多少棵？,三年级学生植树 [NUM] 棵，四年级学生比三年级多植树 [NUM] 棵，两个年级一共植树多少棵？,两个年级一共植树多少棵？,380 150,( n0 + n1 ) + n0,910.0,
一只蝴蝶每小时飞行9.6千米，一只蜜蜂的飞行速度比蝴蝶的2.4倍还多0.8千米．这只蜜蜂每小时飞行多少千米？,一只蝴蝶每小时飞行 [NUM] 千米，一只蜜蜂的飞行速度比蝴蝶的 [NUM] 倍还多 [NUM] 千米．这只蜜蜂每小时飞行多少千米？,这只蜜蜂每小时飞行多少千米？,9.6 2.4 0.8,( n0 * n1 ) + n2,23.84,
副食店运来410千克鸡蛋，上午卖出158千克，下午卖出174千克，还剩多少千克？,副食店运来 [NUM] 千克鸡蛋，上午卖出 [NUM] 千克，下午卖出 [NUM] 千克，还剩多少千克？,还剩多少千克？,410 158 174,n0 - ( n1 + n2 ),78.0,
"三年级分5个小组去烈士陵园扫墓。前4个小组,每组45人,第5小组有42人。一共有多少人去扫墓？","三年级分 [NUM] 个小组去烈士陵园扫墓。前 [NUM] 个小组,每组 [NUM] 人,第 [NUM] 小组有 [NUM] 人。一共有多少人去扫墓？",一共有多少人去扫墓？,5 4 45 5 42,( n2 * n1 ) + n4,222.0,
"学校买来260盆花,布置迎宾广场用去68盆,剩下的花分给24个班,平均每班分到几盆？","学校买来 [NUM] 盆花,布置迎宾广场用去 [NUM] 盆,剩下的花分给 [NUM] 个班,平均每班分到几盆？",平均每班分到几盆？,260 68 24,( n0 - n1 ) / n2,8.0,
希望小学三年级的三个班参加植树活动，一班植树279棵，二班植树334棵，三班植树的棵数比一、二班的总数少300棵，三班植树多少棵？,希望小学三年级的三个班参加植树活动，一班植树 [NUM] 棵，二班植树 [NUM] 棵，三班植树的棵数比一、二班的总数少 [NUM] 棵，三班植树多少棵？,三班植树多少棵？,279 334 300,( n0 + n1 ) - n2,313.0,
一根绳子长50米，平均分成7段，每段占这根绳子的几分之几？,一根绳子长 [NUM] 米，平均分成 [NUM] 段，每段占这根绳子的几分之几？,每段占这根绳子的几分之几？,50 7,x1 / n1,0.1429,1
张大爷家的8头奶牛3天挤奶528千克。平均一头奶牛一天产奶多少千克?,张大爷家的 [NUM] 头奶牛 [NUM] 天挤奶 [NUM] 千克。平均一头奶牛一天产奶多少千克?,平均一头奶牛一天产奶多少千克?,8 3 528,( n2 / n1 ) / n0,22.0,
给一个房间铺地砖，如果用9平方分米的方砖，正好需要100块．如果用4平方分米的方砖，需要多少块？,给一个房间铺地砖，如果用 [NUM] 平方分米的方砖，正好需要 [NUM] 块．如果用 [NUM] 平方分米的方砖，需要多少块？,需要多少块？,9 100 4,( n1 * n0 ) / n2,225.0,
甲容器可盛水200毫升，乙容器比甲容器多盛水50毫升，丙容器的容量是乙容器的4倍，丙容器可盛水多少升？,甲容器可盛水 [NUM] 毫升，乙容器比甲容器多盛水 [NUM] 毫升，丙容器的容量是乙容器的 [NUM] 倍，丙容器可盛水多少升？,丙容器可盛水多少升？,200 50 4,( n0 + n1 ) * n2,1000.0,
某停车场的收费标准是1小时以内免费；超过1小时，超过部分，每小时6元。一货车司机在一次出停车场时缴费21.6元，请你算一算货车一共在停车场停了多少小时？,某停车场的收费标准是 [NUM] 小时以内免费；超过 [NUM] 小时，超过部分，每小时 [NUM] 元。一货车司机在一次出停车场时缴费 [NUM] 元，请你算一算货车一共在停车场停了多少小时？,请你算一算货车一共在停车场停了多少小时？,1 1 6 21.6,( n3 / n2 ) + n1,4.6,
一件背带裤105元，外套的价钱是背带裤的3倍，买这套衣服共需多少钱。,一件背带裤 [NUM] 元，外套的价钱是背带裤的 [NUM] 倍，买这套衣服共需多少钱。,买这套衣服共需多少钱。,105 3,n0 + ( n0 * n1 ),420.0,
重阳节期间，小田从自己的岁钱里拿出200元给家里的4位老人各买了一套防寒护膝，每套46.5元。并准备用剩下的钱买练习本，每个练习本2元。他还可以买几个练习本？,重阳节期间，小田从自己的岁钱里拿出 [NUM] 元给家里的 [NUM] 位老人各买了一套防寒护膝，每套 [NUM] 元。并准备用剩下的钱买练习本，每个练习本 [NUM] 元。他还可以买几个练习本？,他还可以买几个练习本？,200 4 46.5 2,( n0 - ( n2 * n1 ) ) / n3,7.0,
"某超市上午卖出大米135袋,下午卖出大米187袋,还剩大米248袋,超市原来有大米多少袋？","某超市上午卖出大米 [NUM] 袋,下午卖出大米 [NUM] 袋,还剩大米 [NUM] 袋,超市原来有大米多少袋？",超市原来有大米多少袋？,135 187 248,( n0 + n1 ) + n2,570.0,
商场准备给门口大厅地面换贴上一种新型的正方形瓷砖，边长为1.2米，大厅的面积是126米，请你计算一下，完成换贴工作，至少需要多少块这样的瓷砖？,商场准备给门口大厅地面换贴上一种新型的正方形瓷砖，边长为 [NUM] 米，大厅的面积是 [NUM] 米，请你计算一下，完成换贴工作，至少需要多少块这样的瓷砖？,至少需要多少块这样的瓷砖？,1.2 126,n1 / ( n0 * n0 ),87.5,
