Text,Problem,Question,Numbers,Equation,Answer
it 's earth awareness day and the town of flora is celebrating by planting trees in areas where the forest has been damaged . mayor fauna leader of the town of flora donated 27 oak tree seedlings and 16 seedlings of holly . how many seedlings did he donate altogether ?,it 's earth awareness day and the town of flora is celebrating by planting trees in areas where the forest has been damaged . mayor fauna leader of the town of flora donated [NUM] oak tree seedlings and [NUM] seedlings of holly . how many seedlings did he donate altogether ?,how many seedlings did he donate altogether ?,27 16,n0 + n1,43
mr. fortree a businessman also gave seedlings for the tree planting activity . if he gave 14 seedlings of cedar and 38 seedlings of pine how many seedlings did he give in total ?,mr. fortree a businessman also gave seedlings for the tree planting activity . if he gave [NUM] seedlings of cedar and [NUM] seedlings of pine how many seedlings did he give in total ?,how many seedlings did he give in total ?,14 38,n0 + n1,52
students from flora middle school were asked to participate in the event . they planted 47 apple trees and 27 orange trees in the forest near their school . how many trees in total did the students plant ?,students from flora middle school were asked to participate in the event . they planted [NUM] apple trees and [NUM] orange trees in the forest near their school . how many trees in total did the students plant ?,how many trees in total did the students plant ?,47 27,n0 + n1,74
rangers from flora natural park and wildlife reserve also joined the activities on that day . they planted 75 redwood trees and 25 cypress trees to replace the trees that were destroyed during a recent forest fire . how many trees did the rangers plant ?,rangers from flora natural park and wildlife reserve also joined the activities on that day . they planted [NUM] redwood trees and [NUM] cypress trees to replace the trees that were destroyed during a recent forest fire . how many trees did the rangers plant ?,how many trees did the rangers plant ?,75 25,n1 + n0,100
professor treehead of the flora university requested his students to participate . he said that they planted 15 species of trees in the natural park 20 species of trees in the neighboring forest and 10 species of trees all around different locations in town . how many species of trees were planted by the students ?,professor treehead of the flora university requested his students to participate . he said that they planted [NUM] species of trees in the natural park [NUM] species of trees in the neighboring forest and [NUM] species of trees all around different locations in town . how many species of trees were planted by the students ?,how many species of trees were planted by the students ?,15 20 10,( n0 + n2 ) + n1,45
hazel and her father both love going on fishing trips . this year they planned to go around the great lakes for a unique fishing experience . their first stop is lake ontario . hazel and her father decided to have a contest between them . if hazel caught 24 salmons and her dad caught 27 how many salmons did they catch in total ?,hazel and her father both love going on fishing trips . this year they planned to go around the great lakes for a unique fishing experience . their first stop is lake ontario . hazel and her father decided to have a contest between them . if hazel caught [NUM] salmons and her dad caught [NUM] how many salmons did they catch in total ?,how many salmons did they catch in total ?,24 27,n0 + n1,51
their next destination is lake erie . still in a contest hazel caught 48 different fishes while her father caught 46 how many fishes did they catch in lake erie ?,their next destination is lake erie . still in a contest hazel caught [NUM] different fishes while her father caught [NUM] how many fishes did they catch in lake erie ?,many fishes did they catch in lake erie ?,48 46,n0 + n1,94
the following week they decided to go to lake huron and lake michigan . during their stay there they caught a total of 30 pikes 40 sturgeons and 75 herrings . how many fishes did they catch from the 2 lakes ?,the following week they decided to go to lake huron and lake michigan . during their stay there they caught a total of [NUM] pikes [NUM] sturgeons and [NUM] herrings . how many fishes did they catch from the [NUM] lakes ?,how many fishes did they catch from the [NUM] lakes ?,30 40 75 2,( n0 + n1 ) + n2,145
being concerned with the ecology of lakes hazel and her dad returned the youngling fishes they caught . if they took 23 fishes from lake ontario and erie 30 fishes from lake huron and michigan and 44 from lake superior how many fishes will they bring home with them ?,being concerned with the ecology of lakes hazel and her dad returned the youngling fishes they caught . if they took [NUM] fishes from lake ontario and erie [NUM] fishes from lake huron and michigan and [NUM] from lake superior how many fishes will they bring home with them ?,how many fishes will they bring home with them ?,23 30 44,( n0 + n1 ) + n2,97
it is buddy 's first day at a new school and he is feeling very nervous . his day begins with some bacon and egg prepared by his mother . after eating and preparing buddy headed out to catch the school bus from the nearest bus stop . including buddy there were 39 students that got on the bus during the first stop . if 29 more students got on the bus at the second stop how many students are riding the bus ?,it is buddy 's first day at a new school and he is feeling very nervous . his day begins with some bacon and egg prepared by his mother . after eating and preparing buddy headed out to catch the school bus from the nearest bus stop . including buddy there were [NUM] students that got on the bus during the first stop . if [NUM] more students got on the bus at the second stop how many students are riding the bus ?,how many students are riding the bus ?,39 29,n0 + n1,68
upon arriving at the school buddy immediately went to his teacher where he was introduced to all the third grade students in the school . there were 57 girl students and 66 boy students . how many third graders did buddy meet in the school ?,upon arriving at the school buddy immediately went to his teacher where he was introduced to all the third grade students in the school . there were [NUM] girl students and [NUM] boy students . how many third graders did buddy meet in the school ?,how many third graders did buddy meet in the school ?,57 66,n0 + n1,123
after recess buddy changed clothes for gym class . down at the gym all the students were divided into 2 groups . if 1 group has 34 members and the other has 37 how many students are in buddy 's gym class ?,after recess buddy changed clothes for gym class . down at the gym all the students were divided into [NUM] groups . if [NUM] group has [NUM] members and the other has [NUM] how many students are in buddy 's gym class ?,how many students are in buddy 's gym class ?,2 1 34 37,n2 + n3,71
after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted 36 students sitting on the left side of the bus and 27 sitting on the right . how many students are on the bus ride home ?,after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted [NUM] students sitting on the left side of the bus and [NUM] sitting on the right . how many students are on the bus ride home ?,how many students are on the bus ride home ?,36 27,n0 + n1,63
helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked 435 chocolate chip cookies yesterday and 139 cookies this morning . how many cookies did helen bake ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked [NUM] chocolate chip cookies yesterday and [NUM] cookies this morning . how many cookies did helen bake ?,how many cookies did helen bake ?,435 139,n0 + n1,574
pinky the pig bought 36 apples while danny the duck bought 73 how many apples do they have altogether ?,pinky the pig bought [NUM] apples while danny the duck bought [NUM] how many apples do they have altogether ?,many apples do they have altogether ?,36 73,n0 + n1,109
